C,Data,PDez,SDz,TDz,QDez,QiDez,SxDez,NGan,UF,Rateio
1559,21/12/13,37,58,12,29,8,16,1,SP,51.491.466
1560,31/12/13,30,47,53,38,20,36,4,AL,56.169.465
1561,02/01/14,28,26,54,55,23,60,0,,0
1562,04/01/14,12,10,51,37,23,47,0,,0
1563,09/01/14,43,36,1,20,13,6,1,RS,6.872.625
1564,11/01/14,54,44,38,25,46,53,1,RJ,3.219.906
1565,15/01/14,43,41,37,51,18,39,0,,0
1566,18/01/14,11,32,60,5,6,36,1,RJ,14.791.263
1567,22/01/14,53,38,30,2,15,48,0,,0
1568,25/01/14,28,58,19,24,42,25,0,,0
1569,29/01/14,42,15,18,31,5,53,0,,0
1570,01/02/14,18,46,42,15,56,24,0,,0
1571,05/02/14,46,60,55,32,3,29,0,,0
1572,08/02/14,46,42,27,45,20,47,0,,0
1573,12/02/14,7,16,36,35,38,21,0,,0
1574,15/02/14,6,28,33,48,46,27,0,,0
1575,19/02/14,1,5,4,45,14,56,1,SP,111.503.902
1576,22/02/14,26,30,21,15,13,46,0,,0
1577,26/02/14,25,32,11,59,51,14,1,RJ,7.599.721
1578,01/03/14,6,53,56,30,37,3,0,,0
1579,05/03/14,34,25,40,51,60,49,0,,0
1580,08/03/14,1,6,14,17,33,36,2,RJ,16.776.243
1581,12/03/14,31,34,15,14,25,30,0,,0
1582,15/03/14,4,17,1,48,13,38,1,SP,7.343.875
1583,19/03/14,18,2,9,47,17,45,0,,0
1584,22/03/14,27,54,28,50,22,3,0,,0
1585,26/03/14,55,47,43,48,49,2,0,,0
1586,29/03/14,47,58,8,43,39,46,0,,0
1587,02/04/14,8,21,19,30,52,56,0,,0
1588,05/04/14,36,29,23,49,32,45,2,MG,25.541.942
1589,09/04/14,11,41,51,5,19,4,0,,0
1590,12/04/14,40,7,44,55,34,20,0,,0
1591,16/04/14,4,23,55,10,38,33,1,MS,37.626.306
1592,19/04/14,41,49,36,42,31,38,0,,0
1593,23/04/14,4,17,38,9,18,21,1,SP,5.259.292
1594,26/04/14,53,43,23,6,7,8,0,,0
1595,30/04/14,59,5,42,8,46,2,2,SP,10.975.751
1596,03/05/14,5,12,1,7,45,10,1,PR,2.826.993
1597,07/05/14,16,52,5,44,10,50,0,,0
1598,10/05/14,36,47,42,29,53,31,0,,0
1599,14/05/14,35,10,15,58,36,3,1,PR,11.882.469
1600,17/05/14,9,46,23,32,35,57,1,RJ,17.751.928
1601,21/05/14,60,24,56,45,10,8,0,,0
1602,24/05/14,8,44,40,35,22,12,1,RJ,7.222.388
1603,28/05/14,13,53,20,31,60,27,0,,0
1604,31/05/14,21,40,51,27,24,2,0,,0
1605,04/06/14,42,30,9,19,31,21,0,,0
1606,07/06/14,54,1,15,37,46,42,1,RN,31.599.293
1607,11/06/14,32,41,51,7,31,52,0,,0
1608,14/06/14,6,43,17,5,54,59,0,,0
1609,18/06/14,2,26,6,13,53,60,0,,0
1610,21/06/14,36,53,35,9,1,4,0,,0
1611,25/06/14,24,51,50,28,58,47,0,,0
1612,28/06/14,17,51,36,6,42,13,2,BA,21.337.822
1613,02/07/14,31,18,4,46,44,49,0,,0
1614,05/07/14,49,27,43,17,14,21,1,SP,6.912.438
1615,09/07/14,26,20,5,44,33,31,0,,0
1616,12/07/14,46,40,58,31,28,42,0,,0
1617,16/07/14,23,31,47,54,3,26,2,MG,16.075.904
1618,19/07/14,9,51,20,24,52,43,1,PR,3.400.793
1619,23/07/14,46,17,5,42,47,8,0,,0
1620,26/07/14,57,23,38,13,34,27,0,,0
1621,30/07/14,24,22,38,49,10,39,1,RS,29.279.523
1622,02/08/14,21,7,5,53,45,4,0,,0
1623,05/08/14,33,56,59,43,50,49,0,,0
1624,07/08/14,32,2,27,47,58,41,0,,0
1625,09/08/14,45,11,22,52,36,40,0,,0
1626,13/08/14,3,52,5,43,35,14,0,,0
1627,16/08/14,26,57,20,32,45,41,1,MG,44.340.626
1628,20/08/14,38,26,60,34,29,50,0,,0
1629,23/08/14,47,20,35,4,59,24,0,,0
1630,27/08/14,30,43,7,44,1,54,0,,0
1631,30/08/14,47,48,44,60,4,29,0,,0
1632,03/09/14,18,56,27,6,24,59,1,SP,46.770.615
1633,06/09/14,2,11,49,13,36,1,0,,0
1634,10/09/14,44,9,33,10,23,51,1,PR,7.065.301
1635,13/09/14,30,32,51,8,28,23,0,,0
1636,17/09/14,33,19,52,51,35,26,0,,0
1637,20/09/14,5,56,24,55,1,47,0,,0
1638,24/09/14,38,2,42,58,41,1,0,,0
1639,27/09/14,35,51,34,49,16,29,2,ES,28.473.749
1640,01/10/14,6,18,46,23,31,2,2,RJ,15.134.013
1641,04/10/14,51,30,29,33,46,23,0,,0
1642,08/10/14,47,3,43,42,60,23,0,,0
1643,11/10/14,19,20,16,60,28,37,0,,0
1644,15/10/14,10,16,34,13,60,22,0,,0
1645,18/10/14,31,37,21,38,8,18,0,,0
1646,22/10/14,34,23,41,19,40,58,0,,0
1647,25/10/14,38,54,23,12,17,53,1,SE,61.050.152
1648,29/10/14,48,18,15,22,20,16,0,,0
1649,01/11/14,54,33,24,44,38,42,0,,0
1650,05/11/14,23,57,29,17,60,38,0,,0
1651,08/11/14,27,44,8,35,38,41,0,,0
1652,12/11/14,44,28,24,57,7,26,0,,0
1653,14/11/14,45,22,27,21,1,32,0,,0
1654,19/11/14,50,33,42,7,58,16,0,,0
1655,22/11/14,56,46,7,24,28,53,2,PR,67.657.559
1656,26/11/14,6,4,43,54,56,11,0,,0
1657,29/11/14,10,54,37,45,14,7,1,SP,8.336.476
1658,03/12/14,7,40,19,49,11,23,1,RJ,3.748.248
1659,06/12/14,20,33,37,49,4,10,0,,0
1660,10/12/14,17,38,42,51,34,8,1,RJ,33.639.041
1661,13/12/14,16,48,43,27,58,13,0,,0
1662,17/12/14,57,10,25,14,33,29,2,DF,4.077.429
1663,20/12/14,20,27,49,40,55,18,0,,0
1664,24/12/14,48,8,21,36,23,29,1,PE,7.993.708
1665,31/12/14,20,11,16,1,56,5,4,DF,65.823.888
1666,03/01/15,51,27,1,23,45,2,0,,0
1667,07/01/15,51,24,56,7,12,44,1,ES,5.862.774
1668,10/01/15,47,40,55,57,52,5,0,,0
1669,14/01/15,29,28,31,48,45,49,0,,0
1670,17/01/15,1,33,30,17,47,19,0,,0
1671,21/01/15,21,31,56,55,45,27,0,,0
1672,24/01/15,20,10,1,5,42,3,1,SP,33.471.002
1673,28/01/15,35,10,47,5,24,23,0,,0
1674,31/01/15,42,59,30,58,50,22,0,,0
1675,04/02/15,36,3,35,56,18,34,1,SP,29.353.109
1676,07/02/15,2,1,37,51,48,11,0,,0
1677,11/02/15,52,33,15,28,51,10,2,MG,3.678.088
1678,14/02/15,35,52,17,19,9,11,0,,0
1679,18/02/15,28,2,1,46,27,47,1,PR,5.548.048
1680,21/02/15,37,46,47,51,23,38,1,RS,16.547.485
1681,25/02/15,1,33,8,11,6,50,1,SP,3.031.830
1682,28/02/15,13,39,51,37,35,7,0,,0
1683,04/03/15,48,4,12,34,32,33,1,SP,7.199.799
1684,07/03/15,9,12,31,50,18,39,0,,0
1685,11/03/15,39,46,18,51,31,3,0,,0
1686,14/03/15,44,37,9,55,14,46,3,ES,8.927.028
1687,18/03/15,15,58,24,37,46,49,1,PE,3.174.732
1688,21/03/15,18,23,42,56,32,30,0,,0
1689,25/03/15,41,2,53,5,13,27,2,PA,3.610.233
1690,28/03/15,24,45,53,35,26,21,0,,0
1691,01/04/15,39,45,58,10,1,24,0,,0
1692,04/04/15,44,56,13,14,27,11,0,,0
1693,08/04/15,19,18,38,5,21,15,0,,0
1694,11/04/15,34,29,20,37,57,45,1,PR,46.904.093
1695,15/04/15,36,43,38,24,58,44,0,,0
1696,18/04/15,12,1,31,37,17,46,1,MG,32.909.935
1697,22/04/15,8,30,23,51,53,58,0,,0
1698,25/04/15,24,44,28,13,45,11,0,,0
1699,29/04/15,1,10,30,33,38,6,0,,0
1700,02/05/15,58,41,48,50,15,18,1,RJ,31.494.038
1701,05/05/15,9,3,18,40,32,56,1,BA,2.018.423
1702,07/05/15,39,52,17,35,19,33,1,AL,2.757.367
1703,09/05/15,49,3,35,39,23,26,0,,0
1704,13/05/15,11,7,59,51,32,1,0,,0
1705,16/05/15,50,37,51,27,29,25,0,,0
1706,20/05/15,12,31,34,48,36,56,1,MS,29.938.493
1707,23/05/15,36,27,20,7,16,52,0,,0
1708,27/05/15,38,50,29,45,17,32,0,,0
1709,30/05/15,30,7,47,35,19,42,0,,0
1710,03/06/15,59,56,7,28,21,58,0,,0
1711,06/06/15,38,22,50,45,26,39,0,,0
1712,10/06/15,50,19,59,2,29,12,0,,0
1713,13/06/15,3,29,10,16,23,27,2,PR,31.598.692
1714,17/06/15,51,2,24,52,36,8,0,,0
1715,20/06/15,20,16,35,40,60,53,0,,0
1716,24/06/15,25,36,2,53,42,41,1,SP,40.781.877
1717,27/06/15,9,58,16,44,2,37,0,,0
1718,01/07/15,30,53,4,31,47,32,0,,0
1719,04/07/15,44,22,31,54,34,1,0,,0
1720,07/07/15,49,39,18,31,57,23,0,,0
1721,09/07/15,12,33,4,38,36,19,1,SP,36.404.331
1722,11/07/15,41,39,9,49,23,58,0,,0
1723,15/07/15,27,60,30,14,46,52,0,,0
1724,18/07/15,27,39,37,58,60,33,0,,0
1725,22/07/15,26,31,30,18,16,34,0,,0
1726,25/07/15,42,54,57,3,49,10,0,,0
1727,29/07/15,4,6,41,40,19,20,1,SP,46.391.009
1728,01/08/15,28,39,8,59,42,3,0,,0
1729,04/08/15,53,14,44,7,23,43,0,,0
1730,06/08/15,1,24,10,17,42,51,2,RS,13.940.874
1731,08/08/15,59,49,43,5,27,18,0,,0
1732,12/08/15,25,60,34,53,45,38,1,RJ,7.041.557
1733,15/08/15,5,9,41,14,3,46,1,ES,3.330.428
1734,19/08/15,52,29,17,41,12,25,0,,0
1735,22/08/15,46,16,33,45,34,6,0,,0
1736,26/08/15,13,32,12,41,24,29,0,,0
1737,29/08/15,59,5,51,42,50,8,0,,0
1738,02/09/15,53,46,28,48,37,12,1,PR,38.615.395
1739,05/09/15,34,17,9,46,10,32,0,,0
1740,09/09/15,38,15,47,25,10,53,0,,0
1741,12/09/15,49,18,20,32,15,48,1,PR,31.114.779
1742,16/09/15,23,27,21,19,52,11,0,,0
1743,19/09/15,34,31,29,4,10,35,0,,0
1744,23/09/15,12,9,56,29,14,42,0,,0
1745,26/09/15,13,47,60,18,52,9,0,,0
1746,30/09/15,37,40,6,58,41,18,0,,0
1747,03/10/15,53,34,59,33,48,6,2,SP,23.221.167
1748,07/10/15,2,53,13,49,10,41,0,,0
1749,10/10/15,33,13,14,3,43,29,0,,0
1750,13/10/15,17,41,48,15,20,31,0,,0
1751,15/10/15,42,22,51,23,57,15,0,,0
1752,17/10/15,36,53,55,37,60,9,0,,0
1753,21/10/15,54,8,45,29,35,15,1,DF,47.335.685
1754,24/10/15,20,31,40,30,27,53,0,,0
1755,28/10/15,48,5,30,18,8,2,0,,0
1756,31/10/15,28,13,6,14,45,35,0,,0
1757,04/11/15,43,13,28,56,37,25,0,,0
1758,07/11/15,6,23,16,11,42,36,0,,0
1759,10/11/15,2,14,21,60,22,51,0,,0
1760,13/11/15,25,10,24,47,48,36,0,,0
1761,14/11/15,53,36,10,9,50,55,0,,0
1762,18/11/15,45,59,42,55,32,26,0,,0
1763,21/11/15,21,9,15,36,12,31,0,,0
1764,25/11/15,6,7,41,39,29,55,1,DF,205.329.753
1765,28/11/15,1,28,56,37,6,58,0,,0
1766,02/12/15,60,23,22,46,53,41,0,,0
1767,05/12/15,44,26,39,35,16,45,0,,0
1768,09/12/15,35,11,7,50,34,5,0,,0
1769,12/12/15,32,44,54,60,47,37,0,,0
1770,16/12/15,34,30,41,11,27,26,0,,0
1771,19/12/15,38,2,27,28,32,20,0,,0
1772,22/12/15,27,39,19,41,12,45,2,GO,98.688.974
1773,24/12/15,45,41,39,30,15,59,0,,0
1774,26/12/15,1,52,30,60,20,12,0,,0
1775,31/12/15,31,2,51,42,18,56,6,AL,41.088.919
1776,02/01/16,39,11,48,14,19,10,0,,0
1777,06/01/16,55,4,44,38,19,52,0,,0
1778,09/01/16,4,38,48,10,45,40,0,,0
1779,12/01/16,25,56,30,12,39,57,0,,0
1780,14/01/16,20,6,33,22,31,34,0,,0
1781,16/01/16,22,8,52,1,53,49,2,AM,12.626.122
1782,20/01/16,34,57,47,18,6,52,0,,0
1783,23/01/16,38,16,21,4,18,6,0,,0
1784,27/01/16,30,15,54,55,26,4,0,,0
1785,30/01/16,27,5,42,54,41,11,0,,0
1786,02/02/16,34,8,2,21,25,6,0,,0
1787,04/02/16,1,29,13,25,5,26,2,SP,17.008.680
1788,06/02/16,42,45,56,13,3,59,0,,0
1789,10/02/16,57,59,6,25,43,58,0,,0
1790,13/02/16,28,13,11,26,50,27,0,,0
1791,17/02/16,55,12,50,18,53,46,0,,0
1792,20/02/16,47,41,18,17,2,16,0,,0
1793,24/02/16,56,13,22,54,14,58,1,MG,35.196.529
1794,27/02/16,1,5,37,60,34,40,1,MT,2.942.618
1795,02/03/16,55,50,42,58,47,30,0,,0
1796,05/03/16,54,22,48,34,23,53,1,PR,23.818.040
1797,08/03/16,2,57,35,13,54,14,0,,0
1798,10/03/16,9,28,45,2,23,53,0,,0
1799,12/03/16,53,1,3,4,51,39,0,,0
1800,16/03/16,31,56,16,6,11,19,1,RJ,22.054.205
1801,19/03/16,19,45,43,6,54,34,0,,0
1802,23/03/16,6,14,2,17,44,13,0,,0
1803,26/03/16,4,29,8,49,38,50,0,,0
1804,30/03/16,20,50,48,59,28,21,0,,0
1805,02/04/16,17,49,27,22,57,31,0,,0
1806,06/04/16,11,42,55,58,35,20,0,,0
1807,09/04/16,43,15,22,1,16,25,0,,0
1808,13/04/16,20,25,45,2,41,14,0,,0
1809,16/04/16,23,12,54,46,9,24,0,,0
1810,20/04/16,56,10,43,50,1,25,1,PE,92.303.225
1811,23/04/16,32,37,5,35,17,57,0,,0
1812,27/04/16,45,34,23,20,37,32,0,,0
1813,30/04/16,51,9,13,15,19,11,0,,0
1814,03/05/16,53,51,27,11,46,9,0,,0
1815,05/05/16,60,8,25,39,41,11,3,MT,10.829.320
1816,07/05/16,12,10,46,28,22,5,0,,0
1817,11/05/16,47,1,26,55,39,4,0,,0
1818,14/05/16,10,53,15,2,6,56,0,,0
1819,18/05/16,37,26,18,30,33,17,0,,0
1820,21/05/16,27,19,23,3,45,40,0,,0
1821,25/05/16,53,31,19,52,36,22,2,BA,19.896.531
1822,28/05/16,22,53,26,1,43,50,0,,0
1823,01/06/16,54,34,59,21,9,4,0,,0
1824,04/06/16,19,30,60,12,6,5,0,,0
1825,07/06/16,21,54,10,50,51,11,1,CE,27.333.858
1826,09/06/16,43,48,32,19,17,51,0,,0
1827,11/06/16,43,33,53,26,54,42,0,,0
1828,15/06/16,40,32,11,6,59,48,0,,0
1829,18/06/16,53,32,30,7,24,13,0,,0
1830,22/06/16,29,3,54,7,37,60,1,RJ,27.488.182
1831,25/06/16,55,15,48,32,28,27,1,RJ,2.615.804
1832,29/06/16,34,47,57,56,14,46,0,,0
1833,02/07/16,2,42,3,27,16,7,0,,0
1834,06/07/16,2,22,51,24,48,17,1,MG,9.144.980
1835,09/07/16,50,36,8,28,47,58,0,,0
1836,12/07/16,59,18,45,60,8,15,0,,0
1837,14/07/16,41,48,57,50,44,54,0,,0
1838,16/07/16,59,24,30,8,57,5,1,BA,25.207.139
1839,20/07/16,28,32,22,56,58,7,0,,0
1840,23/07/16,33,41,48,15,17,47,0,,0
1841,27/07/16,6,51,13,38,49,3,0,,0
1842,30/07/16,18,43,22,24,16,34,1,RS,27.801.637
1843,03/08/16,28,26,33,41,8,54,1,SE,2.685.394
1844,06/08/16,4,3,37,39,48,50,0,,0
1845,09/08/16,9,3,29,13,30,51,0,,0
1846,11/08/16,49,26,30,34,24,6,0,,0
1847,13/08/16,45,1,57,49,50,6,0,,0
1848,17/08/16,58,41,50,40,9,55,0,,0
1849,20/08/16,35,27,3,11,44,5,0,,0
1850,24/08/16,24,32,23,40,41,38,1,RJ,58.632.725
1851,27/08/16,35,22,8,37,21,18,0,,0
1852,31/08/16,29,13,49,50,45,17,0,,0
1853,03/09/16,2,41,39,1,34,45,1,DF,9.543.014
1854,08/09/16,59,30,43,31,34,25,0,,0
1855,10/09/16,6,38,24,39,15,10,0,,0
1856,14/09/16,14,9,2,32,22,37,0,,0
1857,17/09/16,53,35,52,25,23,13,0,,0
1858,20/09/16,55,30,28,59,33,22,0,,0
1859,22/09/16,13,26,1,21,14,51,0,,0
1860,24/09/16,10,40,30,44,36,60,1,MG,57.628.178
1861,28/09/16,45,9,60,2,35,4,0,,0
1862,01/10/16,8,49,35,42,56,2,2,MG,2.915.182
1863,05/10/16,23,45,16,58,59,56,0,,0
1864,08/10/16,5,4,37,40,60,14,0,,0
1865,13/10/16,42,5,32,37,1,31,0,,0
1866,15/10/16,14,36,60,38,17,44,0,,0
1867,18/10/16,3,43,21,17,22,10,0,,0
1868,20/10/16,25,5,31,1,28,23,0,,0
1869,22/10/16,11,26,24,52,40,23,0,,0
1870,26/10/16,30,40,33,18,20,32,0,,0
1871,29/10/16,17,58,33,52,11,3,1,MG,76.548.193
1872,03/11/16,39,11,56,46,13,25,0,,0
1873,05/11/16,25,5,53,28,41,54,0,,0
1874,08/11/16,43,28,10,37,47,44,0,,0
1875,10/11/16,53,45,47,1,52,55,1,GO,29.697.112
1876,12/11/16,7,18,51,41,44,39,0,,0
1877,16/11/16,35,13,32,16,24,23,0,,0
1878,19/11/16,56,26,40,16,57,12,0,,0
1879,23/11/16,20,58,10,59,57,5,1,MG,12.957.556
1880,26/11/16,19,51,56,16,5,37,0,,0
1881,30/11/16,30,10,53,44,3,56,1,BA,18.918.141
1882,03/12/16,41,35,37,10,19,9,0,,0
1883,07/12/16,28,59,16,47,27,60,0,,0
1884,10/12/16,38,1,32,4,23,59,0,,0
1885,14/12/16,59,7,18,23,32,14,0,,0
1886,17/12/16,7,40,54,15,3,45,0,,0
1887,20/12/16,23,56,41,46,34,11,0,,0
1888,22/12/16,48,1,18,45,17,10,2,SP,20.091.578
1889,24/12/16,30,25,23,44,28,16,0,,0
1890,31/12/16,5,24,51,22,11,53,6,BA,36.824.758
1891,04/01/17,47,1,3,19,23,58,0,,0
1892,07/01/17,50,22,6,37,30,17,0,,0
1893,11/01/17,17,58,45,19,28,16,0,,0
1894,14/01/17,31,35,57,54,21,53,0,,0
1895,18/01/17,3,5,2,34,10,15,0,,0
1896,21/01/17,25,6,14,21,3,15,1,SP,28.783.383
1897,25/01/17,52,9,58,47,22,25,0,,0
1898,28/01/17,53,12,58,55,34,45,0,,0
1899,01/02/17,48,35,44,23,36,20,0,,0
1900,04/02/17,46,11,8,43,28,27,0,,0
1901,08/02/17,30,53,26,11,37,12,0,,0
1902,11/02/17,25,18,2,21,9,7,3,MG,11.813.566
1903,15/02/17,9,43,10,15,45,28,0,,0
1904,18/02/17,21,18,56,15,51,12,0,,0
1905,21/02/17,43,54,29,57,35,56,0,,0
1906,23/02/17,27,40,33,6,39,60,0,,0
1907,25/02/17,3,48,44,35,25,38,0,,0
1908,01/03/17,10,27,57,13,23,4,0,,0
1909,04/03/17,47,43,45,40,57,11,0,,0
1910,08/03/17,9,6,39,15,22,48,1,MG,59.741.202
1911,11/03/17,32,16,33,23,18,30,0,,0
1912,15/03/17,42,10,33,36,13,35,1,PB,5.848.882
1913,18/03/17,14,56,52,17,4,43,0,,0
1914,22/03/17,39,33,29,16,44,42,1,PE,5.805.678
1915,25/03/17,57,21,2,33,20,48,0,,0
1916,29/03/17,3,50,18,23,9,52,0,,0
1917,01/04/17,4,36,25,21,46,33,0,,0
1918,05/04/17,22,17,50,38,20,16,0,,0
1919,08/04/17,60,28,54,37,45,11,0,,0
1920,12/04/17,39,45,31,25,43,33,0,,0
1921,15/04/17,19,10,16,15,28,35,0,,0
1922,19/04/17,20,41,22,36,43,38,0,,0
1923,22/04/17,46,34,59,45,9,42,0,,0
1924,26/04/17,16,52,53,58,30,12,1,MT,101.484.527
1925,29/04/17,47,43,38,1,17,45,0,,0
1926,03/05/17,46,3,2,30,14,20,1,SP,41.318.205
1927,06/05/17,11,5,30,31,13,19,1,RS,3.343.108
1928,09/05/17,28,51,59,26,53,10,0,,0
1929,11/05/17,10,52,23,36,3,43,0,,0
1930,13/05/17,17,56,37,52,18,4,0,,0
1931,17/05/17,34,8,2,15,9,22,0,,0
1932,20/05/17,55,21,16,44,29,10,0,,0
1933,24/05/17,15,19,35,59,14,2,0,,0
1934,27/05/17,56,39,35,8,23,59,0,,0
1935,31/05/17,24,17,10,1,3,23,3,MG,20.928.347
1936,03/06/17,51,40,52,24,12,3,0,,0
1937,07/06/17,10,29,24,43,6,55,1,CE,6.310.224
1938,10/06/17,10,54,42,16,40,32,0,,0
1939,14/06/17,39,29,24,52,7,45,0,,0
1940,17/06/17,36,16,9,47,13,17,0,,0
1941,21/06/17,38,1,9,48,49,24,1,SP,26.572.503
1942,24/06/17,48,20,43,18,6,24,0,,0
1943,28/06/17,43,11,39,9,30,12,0,,0
1944,01/07/17,8,57,47,39,9,59,0,,0
1945,04/07/17,8,54,21,10,45,4,0,,0
1946,06/07/17,6,39,4,44,52,60,0,,0
1947,08/07/17,52,59,55,40,8,33,0,,0
1948,12/07/17,28,33,20,24,57,12,0,,0
1949,15/07/17,30,1,14,56,22,6,0,,0
1950,19/07/17,32,21,10,48,34,57,0,,0
1951,22/07/17,55,14,16,21,33,19,0,,0
1952,26/07/17,9,21,53,36,52,38,0,,0
1953,29/07/17,45,29,42,9,43,26,1,RJ,107.956.102
1954,02/08/17,40,9,49,25,35,33,0,,0
1955,05/08/17,15,41,45,33,36,27,0,,0
1956,08/08/17,20,40,28,5,8,45,0,,0
1957,10/08/17,23,47,29,2,14,22,1,PR,51.557.331
1958,12/08/17,55,34,22,20,24,15,0,,0
1959,16/08/17,56,43,21,8,27,35,0,,0
1960,19/08/17,43,39,18,25,37,1,0,,0
1961,23/08/17,50,30,25,17,32,26,0,,0
1962,26/08/17,39,5,6,53,15,25,0,,0
1963,30/08/17,34,60,5,4,7,42,0,,0
1964,02/09/17,32,27,48,36,2,50,0,,0
1965,06/09/17,28,26,55,38,48,35,1,MS,78.022.245
1966,09/09/17,19,10,32,60,13,40,0,,0
1967,13/09/17,32,39,13,54,30,46,0,,0
1968,16/09/17,35,48,44,39,36,52,0,,0
1969,19/09/17,30,59,20,32,8,48,0,,0
1970,21/09/17,10,18,24,5,39,52,0,,0
1971,23/09/17,54,10,52,41,44,4,0,,0
1972,27/09/17,20,9,59,54,16,57,0,,0
1973,30/09/17,17,16,60,12,52,1,0,,0
1974,04/10/17,19,57,38,54,4,27,1,SP,54.268.048
1975,07/10/17,8,24,47,26,11,57,1,SP,22.575.348
1976,11/10/17,52,14,19,12,59,25,0,,0
1977,14/10/17,28,3,32,34,37,16,1,ES,5.889.546
1978,17/10/17,6,2,57,22,55,44,0,,0
1979,19/10/17,38,23,45,32,29,22,1,MG,3.951.513
1980,21/10/17,18,16,12,34,37,17,0,,0
1981,25/10/17,15,6,39,19,37,53,0,,0
1982,28/10/17,46,24,20,4,50,14,1,PR,20.777.195
1983,01/11/17,14,22,6,5,10,36,1,SP,2.598.401
1984,04/11/17,43,32,21,50,35,29,0,,0
1985,07/11/17,9,36,29,28,34,55,0,,0
1986,09/11/17,55,23,44,43,36,56,0,,0
1987,11/11/17,10,58,14,45,31,34,0,,0
1988,16/11/17,5,39,10,54,46,42,0,,0
1989,18/11/17,40,58,30,32,15,22,0,,0
1990,22/11/17,37,26,11,24,59,34,0,,0
1991,25/11/17,19,34,44,36,20,28,0,,0
1992,29/11/17,21,11,13,53,54,5,2,GO,32.953.918
1993,02/12/17,50,57,48,17,6,33,0,,0
1994,06/12/17,44,5,32,2,12,40,0,,0
1995,09/12/17,14,37,39,26,35,29,0,,0
96,13/12/17,56,21,20,7,40,24,0,,0
97,16/12/17,14,7,35,1,31,46,0,,0
98,19/12/17,57,21,24,52,25,8,0,,0
99,21/12/17,42,38,49,15,50,37,0,,0
00,31/12/17,6,37,34,10,3,17,17,BA,18.042.279
01,03/01/18,22,20,52,60,42,36,0,,0
02,06/01/18,59,46,28,38,4,30,0,,0
03,10/01/18,40,50,43,28,51,34,0,,0
04,13/01/18,45,35,1,23,5,14,3,PR,4.095.573
05,17/01/18,22,19,33,11,53,34,0,,0
06,20/01/18,20,9,1,14,54,25,0,,0
07,24/01/18,41,14,54,4,39,58,0,,0
08,27/01/18,27,22,58,33,59,42,0,,0
09,31/01/18,1,48,50,44,37,46,0,,0
10,03/02/18,18,56,8,34,39,10,0,,0
11,06/02/18,28,35,58,54,2,32,0,,0
12,08/02/18,11,51,36,8,35,27,0,,0
13,10/02/18,6,36,53,30,56,23,0,,0
14,14/02/18,46,32,16,56,40,53,0,,0
15,17/02/18,18,58,32,39,27,17,1,PR,104.545.829
16,21/02/18,11,17,48,18,4,21,0,,0
17,24/02/18,56,10,11,2,38,24,0,,0
18,28/02/18,55,11,27,22,25,59,0,,0
19,03/03/18,41,46,54,59,23,52,0,,0
20,07/03/18,2,46,57,60,48,36,0,,0
2021,10/03/18,32,37,40,60,7,14,0,,0
2022,14/03/18,28,60,52,45,4,48,0,,0
2023,17/03/18,23,56,8,7,1,6,2,PR,29.864.355
2024,21/03/18,29,16,20,35,47,23,0,,0
2025,24/03/18,52,56,4,24,46,55,0,,0
2026,28/03/18,51,33,23,52,31,10,0,,0
2027,31/03/18,11,15,39,37,29,44,0,,0
2028,04/04/18,7,42,58,36,24,11,4,RS,10.251.126
2029,07/04/18,15,37,18,33,40,6,0,,0
2030,11/04/18,38,4,58,40,27,59,1,MG,22.122.662
2031,14/04/18,23,39,18,55,50,37,0,,0
2032,17/04/18,19,39,20,53,14,6,0,,0
2033,20/04/18,40,10,18,33,38,43,1,DF,9.349.630
2034,25/04/18,7,56,22,13,6,17,1,SP,2.777.651
2035,28/04/18,52,35,49,30,38,36,0,,0
2036,02/05/18,23,58,8,19,27,7,0,,0
2037,05/05/18,60,30,14,45,23,16,0,,0
2038,08/05/18,26,35,40,25,6,38,0,,0
2039,10/05/18,28,22,6,31,44,12,0,,0
2040,12/05/18,56,58,54,6,41,9,0,,0
2041,16/05/18,10,12,54,42,22,25,1,DF,58.932.070
2042,19/05/18,33,32,22,29,35,14,0,,0
2043,23/05/18,53,58,21,38,57,56,0,,0
2044,26/05/18,14,7,60,54,47,56,0,,0
2045,30/05/18,27,46,15,25,50,45,1,PR,29.066.470
2046,02/06/18,27,11,6,28,46,3,0,,0
2047,06/06/18,18,19,44,54,1,29,0,,0
2048,09/06/18,10,39,38,35,26,19,0,,0
2049,13/06/18,19,10,27,31,51,53,0,,0
2050,16/06/18,33,50,38,32,8,31,0,,0
2051,20/06/18,37,5,44,1,53,6,0,,0
2052,23/06/18,57,50,56,51,58,59,4,BA,9.627.559
2053,27/06/18,12,27,40,37,22,55,0,,0
2054,30/06/18,39,4,7,12,26,22,0,,0
2055,03/07/18,53,43,46,25,35,6,0,,0
2056,05/07/18,29,47,22,36,34,18,0,,0
2057,07/07/18,37,38,20,13,10,54,0,,0
2058,11/07/18,19,4,23,29,59,56,0,,0
2059,14/07/18,5,4,36,56,40,44,0,,0
2060,18/07/18,11,39,41,9,25,8,0,,0
2061,21/07/18,33,45,44,40,36,54,0,,0
2062,25/07/18,8,15,34,25,10,23,1,MA,73.450.153
2063,28/07/18,10,19,29,24,6,25,0,,0
2064,01/08/18,55,53,14,10,36,60,0,,0
2065,04/08/18,4,11,43,20,30,37,0,,0
